sample_id,program_name,toolchain,fold_id,binary_sha256,source_sha256,source_function_block,production_sa001_status,ungated_pattern_positive,ungated_confusion_category,probe_definition,interpretation_boundary,evidence_label
geb_AIR_ENTHALPY,AIR_ENTHALPY,GEB,fold_6,1ea337b8289537cce6e741587b96e500919232e514d18aab1bb7a3eb63828708,b57847695badb4b3b3ebc56ebbd126473ae1ceca8ea88d5c08349ad29a91a51d,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ALARM_2,ALARM_2,GEB,fold_0,8b86adf86681d9c46fe3baa46a1a4ced6af51e530651ba0a8450f41922d11636,494dd0d072316212707272f52e53b80c8241b7bd7b0d44c2224e47ca89aa5d2e,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_AOUT,AOUT,GEB,fold_2,006da48598d1edbee7a422d8bf09f4b742a9d2d3e6fd2eb9b1049e2f2561fbd0,bb5aebd88d73b9faecc3fe2a72bf0b173659c896ddb65caa3044b31e54d63e87,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_AOUT1,AOUT1,GEB,fold_3,011f967dda672c779e205d1b617364d80031a05095dc83330e61bfe62ab9ffe0,56c39609d6d992a43f25c050ef8c5b1a692dadc1729a0d2890998fa6744ed070,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ARRAY_AVG,ARRAY_AVG,GEB,fold_7,47bc7d0cd859e0411f153050ce7b0b1a48afacf2e50a9f6268277a0af20dbd3b,2ff403a2897c789af152323e9e569b847009efe3b1b31e3e4bacde2e02d7c1f8,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ARRAY_GAV,ARRAY_GAV,GEB,fold_8,d0adeaed86c74fb1be22f391b9ec2d818aacac349ad1bb0fbc8b9ce2c5734321,0a356d042c42b4b2309c8491aa87e9c3ffa79dfb58168e346f490afa2ac90029,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ARRAY_HAV,ARRAY_HAV,GEB,fold_9,a8f12d0f340527bc4f79c88be0b40e9d5c48737c9fab0eabec4d7d20d7a433d5,b66f0f896905e46b92c079d4a2eaf119dfbe9f6061fbffac9f6967cfec2b4b05,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ARRAY_MAX,ARRAY_MAX,GEB,fold_0,7bf424196164493b33c535bed4897b6850536249221cc0f255b068951b76ab8e,67ec29ba73f46373dd0757882acd04de2d9627510c3e3fca0843f51b9871ded6,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ARRAY_MEDIAN,ARRAY_MEDIAN,GEB,fold_1,da7045cbf7239f7315ca26e10ca95c59841789c37139ec64b8c607ef23fd4219,b00921f07024069385732b5248bac939e123a53f5dcbe569f176a06cf0e81ea7,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ARRAY_MIN,ARRAY_MIN,GEB,fold_2,827ff424c06ec4917a2501a6241cf724c01c215cf0d2daff4ba6ae124961a436,77d39bbefe5665bd0f27d9ed68d766e334afa4505544f6ef7afb21a6fd844b09,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ARRAY_SDV,ARRAY_SDV,GEB,fold_3,bc3c1914151ec4f7636eeae0d6de93330800c42b288f4e7fca944bd4c1b5d85d,b8652315bff4e5b80bcb3e21f73d994be2221eb98d253ec4b5a6cebd31b5e3bb,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ARRAY_SPR,ARRAY_SPR,GEB,fold_4,7d5f0a81557dd18e4cfb4398b750884b084649d0fb3f3e4c513a161d27d66e2e,cfd10d6191153061c575ae5674c5fbd8e56526e133afa0eb5c12e78a8881b1eb,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ARRAY_SUM,ARRAY_SUM,GEB,fold_5,7e472f3c2361bc0a48a0040dadb098a1d9177b639ee91db3abdf24389bceacfd,cb1708a2dfd076298cae5a023825516eb259509f521f07090794d8de290f0113,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ARRAY_TREND,ARRAY_TREND,GEB,fold_6,9099dba4be95a77d90b52de17bf104971387af4425649a80ca5bce1cc7795319,f6cff1d075a709952cad08f59a9ec76d302fb8e050dcc05f4b8bbcbc2fb98f14,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ARRAY_VAR,ARRAY_VAR,GEB,fold_7,5688dce8137d84801ab1d323be11c1de88cee8c5608ef9e1d478a77c76090878,c05bca0aed41a8b0f1b574aad1de78855d39791283e22df156fb21e24df66a65,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ASINH,ASINH,GEB,fold_4,fefe5d4319c873575d6ff4a008c34dbbb2851609068a7d12a116e82b41e7609b,15165d406da823291a578386bb366dbe56ae4d1fc8dd5df68e56fc94bda1ce99,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ASTRO,ASTRO,GEB,fold_0,45eb5ff94a83388d309eeca1a877b0cedfd7458f0f3555e7dc5612cebe49de60,78d08cdb3faf553edde3075a39cb17a48fc12d64cacb1b6753d93d3f9ba5d1ed,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ATAN2,ATAN2,GEB,fold_5,5d5f8c9181768735ae40fbf7fd5fe4a3500d6b3d79326dfbd518979ff1217732,9c67ac998d469cb1f17756e4e1445d067ef302764382f12c968dec5722e1b496,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_ATANH,ATANH,GEB,fold_6,c7897f2565fef43e603a61de9b564fe4ab9281397cd5434f23d8e3408294ce03,c7af4b8a357a3458f5201f39b21f3ab49a9d2931f0946e35b16ccf4c5c5a9cf4,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_A_TRIG,A_TRIG,GEB,fold_0,39e19c9c219568b35692970f3c5cd097af2a58ab647b449dec72904741c5c1d2,17be02c0538ee20a345f9975b9f780c22938e79f1fb5bd4a17f85706e9b30539,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BAND_B,BAND_B,GEB,fold_0,d0313863ed90eafd22856ac235cd4dc926bc44d1718f5d13c52495ac07e14fd1,3ce81085a7a3df49190e4079ca0787bb17a830585e285329dec56975de80890b,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BAR_GRAPH,BAR_GRAPH,GEB,fold_1,603a47e5dd18c122411f3f4051dea29367773b2b0718017a86e51f66208247bf,ef8dca485c1a1ded52d53d5b041b80ba74717f070f7b5abe5b6105626cd0f8c2,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BASE64_DECODE_STREAM,BASE64_DECODE_STREAM,GEB,fold_0,3e310f62ed8a1e087dcc3e2894c7fdeac5fa9e4b1ef971a0524cece4a54332f3,1a2554c1f63d6afc55de6936afdd91572ede7d4d940931c141ac86f0291459b8;f03d313fa70e2f7028354e9bbf012e808cfcf81800997e76f001899425056e5d,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BCDC_TO_INT,BCDC_TO_INT,GEB,fold_0,5310e3243701f341aa5265118707e607bc38191c40f8b325bbe70d1cd230412c,e2c94f9073198f967cea282d9765df1c4ceca4364b913da7ed307ec48cf68a89,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BETA,BETA,GEB,fold_7,9c510975090d827bbaf00b040122865c467b78668c7c6c31826745fb1df66ea7,428424b8e1a9c4c4ec450a13ef6e2202510e066ec8af9977be55c94240930bdf,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BFT_TO_MS,BFT_TO_MS,GEB,fold_1,71263008c2f2d1f4fe129ca3e7d36fff8eb15b3a6eba84210c339d18a2146335,2801f28cdb6fcfe41e668080915bbdf8cd1c15a0b5d6245a7591d6c3a21f3070,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BINOM,BINOM,GEB,fold_8,8f58785ceafd7f39d20e45a80715d34dee170671b3970213c9087b2e47f04cd0,30013d7ffe743a9fb660db76d035cc678ae84aa549afe5fb39d1f92fe5e86184,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BIT_COUNT,BIT_COUNT,GEB,fold_1,b1b133293df50c4ccba3054d7f3a04fee0227a5603d936bf0abc159551deaf0a,ede4b5647c15d24c21c34a4308a6d2eb5fe64ecf376446f8c135916442bb1a28,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BIT_LOAD_B,BIT_LOAD_B,GEB,fold_2,9f09fa5cda9aa9b25b3b983bc7652b9f65b450cc94a2ca0947bdc036de0d595b,9f06bf850ac7bc3b5b4439d39c2dd80e4823345f9e7653c0bb316a20f5ac2f2b,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BIT_LOAD_B2,BIT_LOAD_B2,GEB,fold_3,12aa93df891418cdce6cbe3c843ea3c9a0b311d2bdf0ea9fbd31dbd0b3a8fdba,bec4c2e5d3f0fe6b558db3bd2a4b9ac16d41814494abca567b2a2ec54d20fe8e,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BIT_LOAD_DW,BIT_LOAD_DW,GEB,fold_4,05979937f2591ca43d170c0878bb7e38cfdf1a755ffe5c35cb3a7888524bf741,f1292d122ceb5b67a04cb694d50cce219209dfcd238cf4ccb25d151502710859,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BIT_LOAD_DW2,BIT_LOAD_DW2,GEB,fold_5,125f81d37bf131b4cbc1be2c3ddfaad72f4aebfa0263324f93d012297495829c,b0bb225cbcc88bb789557fb54d5642227938b54194b77a76261dba7326f18a6d,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BIT_LOAD_W,BIT_LOAD_W,GEB,fold_6,fecadd6fba4f1f758bdf3165a25460b64b20f42b3bb1d3efa8b280b47a01f4ab,2f87a4322a3dfe61bca8a57ec24ff1b5e99efa188d9dfa1b9e9e53ef6f456f6d,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BIT_LOAD_W2,BIT_LOAD_W2,GEB,fold_7,56d76525a0cfb5a72dc0e455da1c81f1746113c21fac7642afd60fc0f32ba2a9,b2d89ab027d8c91babf1fa52c04a83e87a782e0b5acff44d728b23d7a56d1dfe,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BIT_OF_DWORD,BIT_OF_DWORD,GEB,fold_8,c07e983816b9e0d46d217cfcbb9b4a2818faa65950f337f51bd617464b256d84,dae30ba8ff5fac6f8d68a98606c67e3b62d38bfa73c05ddb7d253ab68b2c84b5,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BIT_TOGGLE_B,BIT_TOGGLE_B,GEB,fold_9,3d2501f7cd1296bf6e2327c0732a999dae8bb471d6f39b6f0c1c57a8027277fa,258367138c1f591d6e240d09edd7bb59598c4744a73eef1d5ac74986fdad88f5,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BIT_TOGGLE_DW,BIT_TOGGLE_DW,GEB,fold_0,8f1521f22fe2358ef44c5edbe72b7c3f8686928a4a2a2653a96be7c07c40901e,6b34b663327033576aad3e176885cc01bd9183ea3b349d80dc0ec9e1ded785c5,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BIT_TOGGLE_W,BIT_TOGGLE_W,GEB,fold_1,697faf1e9282058591c29f9dfbaeb90a0dd8dc578ffaa7d5295c7b98ae252599,d82e08d85a47e484205d12d534aae7b6d0e771f104720414a9ec449d1ccc8e07,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BLIND_ACTUATOR,BLIND_ACTUATOR,GEB,fold_0,587cbcd65df3744693d458dd6a599cec17228d9ca273abed17654ee734432953,c4b65dfb8455bf706e97d23409bf5846584a8d788f534b7e92384c589f0457b8,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BLIND_CONTROL,BLIND_CONTROL,GEB,fold_1,4feb5226bdbbcda662510971d669b35d4567f885bc055daab85a6c305bfea02f,9db4b24d737274b59a5a6cf00d5c8280b3d40a3043005b804226c7a598817f56,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BLIND_CONTROL_S,BLIND_CONTROL_S,GEB,fold_2,29fe3bce3b9b7b6d757033545487626b8cd151b76b3ea62f33c2e32614ac7c5a,60d731b5abcd02d7e5d03d05f759534e1cca456c37e9fa88734dd79c553ec208,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BLIND_NIGHT,BLIND_NIGHT,GEB,fold_4,7776d6ddf7f8b4999484137f0618f0d297ebc9115872299610c5017079d67a3e,154fd5bf4f8266c3d891348a16319e55c71c8f559d1be683d3756c8b35ec34d0,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BLIND_SCENE,BLIND_SCENE,GEB,fold_5,dac0396d4ad2eb55dd5a006aa896f53a61fb45d06297c270f280602adf436dd9,44fa9922eeadc078be92a34e5490aa10233debd5e1e221f9790a63a1e9e6f376,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BLIND_SECURITY,BLIND_SECURITY,GEB,fold_6,0fbbb9e47cb49cb3487cffb28f3308e4886c2d10d997ae32ee758b8fba154bad,d64c77afde0d7ae0195fdda2cc1176e267baafed3c51bbbcf9ec77a4c043e592,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BLIND_SET,BLIND_SET,GEB,fold_7,14dd79e0bb9a458c9603d0c42547c52cda7118b9d563d605e8aafbeb330688ab,c617101580b4864a0272142ffdc7b4f58742dd6c19879d4809a2e8a3cf58c260,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BLIND_SHADE_S,BLIND_SHADE_S,GEB,fold_8,abdf90236aa8a02a35b7f49b5cbbea974d5e0f44e97b037aa4d9e0242c24e0b5,2faf1f272633655bf73c5a4fafae124ce9bc3cfb8c0126321cf964984969d3f9,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BOILER,BOILER,GEB,fold_8,9e5238d231431a537acb53e7b1492e5be50f93795edf309b6bc767a683dc3497,3e1f43daaa4ef6db6cc5232cc16553c002d47234c38ebc736fdeb350301b3bc6,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BUFFER_COMP,BUFFER_COMP,GEB,fold_8,416b275bbcb21b99c23c115437efd8b87933d8d2c557c05dcb2f15427772f349,a9bca2903097cc9ba8876b33b77ac1f8d9c71313ec6c4fda1776cf603243b1a4,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BUFFER_COMP_NW,BUFFER_COMP_NW,GEB,fold_9,3671dbf4f0523deeb98e29c4e02088a13291d4ef4d783211e6912fbefc97f008,11f6270d3ba7a3e60a1fabe469470f58fe5135e33ed4b7be1eff23e06f690558;0767687dd60a7eb60500666b457de3f3bc7fab9aeace023850fb18907a7f118f,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BUILDING_VERSION,BUILDING_VERSION,GEB,fold_9,f292b1853c57c53fb437c4ca9f8471ebeefde4ae8a186436a5d08a4dc8b3e062,be6bc7265e0649d84bc70c731781eef00ea0c12743ad04b02f62a82811749bc0,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BURNER,BURNER,GEB,fold_9,dc5fbc812985d59d00a520c7a962e5986bd8bc52cc17d1617891fe3d30e21ce9,01b31a2531e48a9f8ccd40892997780f99aa10e46e314eda0f6016bec684a92e,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BYTE_OF_BIT,BYTE_OF_BIT,GEB,fold_2,eee64291143f16c46d2eac2c247d102f882dcd80a15002cc6c42c576ec42a603,e630d99de77c09627d894552c2ddf704084168b207844201231d1759f7d960a1,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BYTE_OF_DWORD,BYTE_OF_DWORD,GEB,fold_3,4b148c326980156846b044686620401e5180b782597183726cc1cbff2a1bb33d,00386ca9bd3214380e96e00ae6d7cacc11879c7d092ec41c4b54cef07a1e1a70,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BYTE_TO_BITS,BYTE_TO_BITS,GEB,fold_4,a9b87ccbbd04ff7f8d71a56447b37db9e3e303cb3cc94139506fef8709f421fc,d37deb72cb5878719baff2b94489f237188953ddd8f60bbdf98341248b9bbfa2,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BYTE_TO_GRAY,BYTE_TO_GRAY,GEB,fold_5,666f464811978b1654b2fdc90d5f31b733cdce87fa2b6febac827f700744fd1d,ef054dabc2289358678584d8372a8511726823da8d4d40600a5248485b716205,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BYTE_TO_RANGE,BYTE_TO_RANGE,GEB,fold_4,39d4481dedecb46a4c1f374dfa9fbdb85f32b85ec6fefbc0e129536b689882c1,b1ae75388838e4c0998eac4e3f426103635352a714e0bdfb460df85ffdad8f1a,False,False,False,TN,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
geb_BYTE_TO_STRB,BYTE_TO_STRB,GEB,fold_1,6b1027019f7b2aff4fa5f85299381d1084becf85d616e177dfe8edc6fbebe637,f1e3a9a0f5d607598e4518d239711bcfb1633d092c726fb4b215c675a8f0b377,True,True,True,TP,core_symbol_text contains dt_FB_ without toolchain gate,"Lexical transfer probe only; not runtime semantics, function-boundary correctness, or vulnerability detection.",DERIVED_EVIDENCE
