# V3.5 state signal is declared PLC state-role naming inferred from V2 symbol text and PLC-BEAD sample metadata. It is not binary-byte state inference. It is not runtime state-machine recovery (contrast: Ta'veren NDSS 2026). It is not function-boundary code-region recovery (contrast: PLC-BinX arXiv 2026). Completeness is auditability, not classification accuracy. Direct comparison to A1/A2/Q4/V2 F1 is prohibited.
fold_id,split_scope,ablation,rule_partition,toolchain,sample_count,ec4_mean,ec4_variance,ec4_fill_distribution,c1_spread_non_codesys,c1_pass,c2_toolchains_passing_variance,c2_pass,interpretation,evidence_label
fold_2,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,68,0.566176,0.028709,59x0.5; 9x1.0,0.240753,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_2,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,69,0.565217,0.028355,60x0.5; 9x1.0,0.240753,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_3,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",CODESYS,52,0.500000,0.000000,52x0.5,0.261538,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_3,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",GEB,65,0.761538,0.062367,31x0.5; 34x1.0,0.261538,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_3,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv2,68,0.500000,0.000000,68x0.5,0.261538,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_3,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv3,69,0.500000,0.000000,69x0.5,0.261538,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_3,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,52,0.500000,0.000000,52x0.5,0.004299,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_3,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,65,0.569231,0.029822,56x0.5; 9x1.0,0.004299,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_3,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,68,0.573529,0.031358,58x0.5; 10x1.0,0.004299,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_3,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,69,0.572464,0.030981,59x0.5; 10x1.0,0.004299,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_3,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,52,0.500000,0.000000,52x0.5,0.204459,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_3,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,65,0.776923,0.061775,29x0.5; 36x1.0,0.204459,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_3,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,68,0.573529,0.031358,58x0.5; 10x1.0,0.204459,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_3,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,69,0.572464,0.030981,59x0.5; 10x1.0,0.204459,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_4,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",CODESYS,49,0.500000,0.000000,49x0.5,0.286885,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_4,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",GEB,61,0.786885,0.061139,26x0.5; 35x1.0,0.286885,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_4,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv2,62,0.500000,0.000000,62x0.5,0.286885,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_4,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv3,65,0.500000,0.000000,65x0.5,0.286885,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_4,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,49,0.500000,0.000000,49x0.5,0.005087,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_4,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,61,0.557377,0.025396,54x0.5; 7x1.0,0.005087,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_4,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,62,0.556452,0.025039,55x0.5; 7x1.0,0.005087,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_4,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,65,0.561538,0.026982,57x0.5; 8x1.0,0.005087,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_4,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,49,0.500000,0.000000,49x0.5,0.230434,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_4,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,61,0.786885,0.061139,26x0.5; 35x1.0,0.230434,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_4,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,62,0.556452,0.025039,55x0.5; 7x1.0,0.230434,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_4,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,65,0.561538,0.026982,57x0.5; 8x1.0,0.230434,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_5,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",CODESYS,48,0.500000,0.000000,48x0.5,0.258333,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_5,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",GEB,60,0.758333,0.062431,29x0.5; 31x1.0,0.258333,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_5,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv2,61,0.500000,0.000000,61x0.5,0.258333,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_5,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv3,63,0.500000,0.000000,63x0.5,0.258333,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_5,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,48,0.500000,0.000000,48x0.5,0.001587,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_5,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,60,0.533333,0.015556,56x0.5; 4x1.0,0.001587,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_5,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,61,0.532787,0.015318,57x0.5; 4x1.0,0.001587,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_5,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,63,0.531746,0.014865,59x0.5; 4x1.0,0.001587,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_5,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,48,0.500000,0.000000,48x0.5,0.234921,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_5,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,60,0.766667,0.062222,28x0.5; 32x1.0,0.234921,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_5,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,61,0.532787,0.015318,57x0.5; 4x1.0,0.234921,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_5,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,63,0.531746,0.014865,59x0.5; 4x1.0,0.234921,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_6,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",CODESYS,41,0.500000,0.000000,41x0.5,0.296610,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_6,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",GEB,59,0.796610,0.060327,24x0.5; 35x1.0,0.296610,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_6,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv2,57,0.500000,0.000000,57x0.5,0.296610,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_6,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv3,59,0.500000,0.000000,59x0.5,0.296610,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_6,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,41,0.500000,0.000000,41x0.5,0.000595,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_6,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,59,0.516949,0.008187,57x0.5; 2x1.0,0.000595,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_6,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,57,0.517544,0.008464,55x0.5; 2x1.0,0.000595,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_6,test_only,B_METADATA_ONLY,"SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,59,0.516949,0.008187,57x0.5; 2x1.0,0.000595,false,0,false,criterion_not_met,DERIVED_EVIDENCE
fold_6,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",CODESYS,41,0.500000,0.000000,41x0.5,0.279661,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_6,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",GEB,59,0.796610,0.060327,24x0.5; 35x1.0,0.279661,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_6,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv2,57,0.517544,0.008464,55x0.5; 2x1.0,0.279661,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_6,test_only,C_FULL,"SA-001,SA-002,SA-003,SA-004,SA-005,SA-006,SA-007,SA-008,SA-009,SA-010,SA-011,SA-012,SA-013,SA-014,SA-015,SA-016,SA-017,SA-018,SA-019,SA-020",OpenPLCv3,59,0.516949,0.008187,57x0.5; 2x1.0,0.279661,true,1,false,combined_signal_passes_locked_criterion,DERIVED_EVIDENCE
fold_7,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",CODESYS,44,0.500000,0.000000,44x0.5,0.267241,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_7,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",GEB,58,0.767241,0.062203,27x0.5; 31x1.0,0.267241,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_7,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv2,57,0.500000,0.000000,57x0.5,0.267241,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
fold_7,test_only,A_SYMBOL_ONLY,"SA-001,SA-002,SA-003,SA-004",OpenPLCv3,59,0.500000,0.000000,59x0.5,0.267241,true,1,false,symbol_only_signal_defensible,DERIVED_EVIDENCE
